parameters:
Namespace(alpha=[0.1, 0.2, 0.5, 1.0, 2.0], clt_leaves=False, cluster_method='GMM', cluster_penalty=[1.0], cv=5, dataset='data/multilabel/business1500/business1500.5.folds.pklz', features=None, g_factor=[5.0, 10.0, 15.0, 20.0], gzip=True, kde_leaves=False, min_inst_slice=[10, 50, 100, 500], n_iters=100, n_restarts=4, n_row_clusters=2, output='exp/ml-repr-spn/', save_model=True, seed=1337, sklearn_args=None, suffix=None, test_ext=None, train_ext=None, valid_ext=None, verbose=1)

g-factor:	clu-pen:	min-ins:	alpha:	fold:	n_edges:	depth:	n_weights:	n_leaves:	n_sums:	n_prods:	train_ll	valid_ll:	test_ll
10.00000	1.00000	100	0.10000	3	3313	15	294	2875	145	294	-17.52852	-inf	-16.90349
10.00000	1.00000	100	0.10000	4	3395	17	316	2925	155	316	-17.29690	-inf	-17.87464
10.00000	1.00000	100	0.20000	0	3316	15	315	2846	156	315	-17.42081	-inf	-17.43488
10.00000	1.00000	100	0.20000	1	3360	19	313	2892	156	313	-17.31475	-inf	-17.91451
10.00000	1.00000	100	0.20000	2	3176	17	271	2771	135	271	-17.17782	-inf	-18.57459
10.00000	1.00000	100	0.20000	3	3313	15	294	2875	145	294	-17.52478	-inf	-16.88529
10.00000	1.00000	100	0.20000	4	3395	17	316	2925	155	316	-17.29376	-inf	-17.84194
10.00000	1.00000	100	0.50000	0	3316	15	315	2846	156	315	-17.42625	-inf	-17.41192
10.00000	1.00000	100	0.50000	1	3360	19	313	2892	156	313	-17.32132	-inf	-17.88473
10.00000	1.00000	100	0.50000	2	3176	17	271	2771	135	271	-17.18358	-inf	-18.55015
10.00000	1.00000	100	0.50000	3	3313	15	294	2875	145	294	-17.53229	-inf	-16.86935
10.00000	1.00000	100	0.50000	4	3395	17	316	2925	155	316	-17.30151	-inf	-17.80735
10.00000	1.00000	100	1.00000	0	3316	15	315	2846	156	315	-17.45567	-inf	-17.41905
10.00000	1.00000	100	1.00000	1	3360	19	313	2892	156	313	-17.35206	-inf	-17.88558
10.00000	1.00000	100	1.00000	2	3176	17	271	2771	135	271	-17.21220	-inf	-18.55231
10.00000	1.00000	100	1.00000	3	3313	15	294	2875	145	294	-17.56437	-inf	-16.87852
10.00000	1.00000	100	1.00000	4	3395	17	316	2925	155	316	-17.33308	-inf	-17.80400
10.00000	1.00000	100	2.00000	0	3316	15	315	2846	156	315	-17.53974	-inf	-17.48122
10.00000	1.00000	100	2.00000	1	3360	19	313	2892	156	313	-17.43785	-inf	-17.93891
10.00000	1.00000	100	2.00000	2	3176	17	271	2771	135	271	-17.29296	-inf	-18.60337
10.00000	1.00000	100	2.00000	3	3313	15	294	2875	145	294	-17.65211	-inf	-16.93595
10.00000	1.00000	100	2.00000	4	3395	17	316	2925	155	316	-17.41936	-inf	-17.85168
10.00000	1.00000	500	0.10000	0	2403	13	144	2188	72	144	-18.19432	-inf	-18.24858
10.00000	1.00000	500	0.10000	1	2450	13	124	2265	62	124	-18.05638	-inf	-18.68506
10.00000	1.00000	500	0.10000	2	2157	13	94	2017	47	94	-18.28184	-inf	-19.66158
10.00000	1.00000	500	0.10000	3	2536	13	148	2315	74	148	-18.21626	-inf	-17.28256
10.00000	1.00000	500	0.10000	4	2386	11	119	2209	59	119	-18.16019	-inf	-18.61639
10.00000	1.00000	500	0.20000	0	2403	13	144	2188	72	144	-18.18374	-inf	-18.22177
10.00000	1.00000	500	0.20000	1	2450	13	124	2265	62	124	-18.04730	-inf	-18.65241
10.00000	1.00000	500	0.20000	2	2157	13	94	2017	47	94	-18.27098	-inf	-19.63602
10.00000	1.00000	500	0.20000	3	2536	13	148	2315	74	148	-18.20678	-inf	-17.25897
10.00000	1.00000	500	0.20000	4	2386	11	119	2209	59	119	-18.14978	-inf	-18.57908
10.00000	1.00000	500	0.50000	0	2403	13	144	2188	72	144	-18.17462	-inf	-18.19136
10.00000	1.00000	500	0.50000	1	2450	13	124	2265	62	124	-18.04112	-inf	-18.61279
10.00000	1.00000	500	0.50000	2	2157	13	94	2017	47	94	-18.25969	-inf	-19.60329
10.00000	1.00000	500	0.50000	3	2536	13	148	2315	74	148	-18.20104	-inf	-17.23319
10.00000	1.00000	500	0.50000	4	2386	11	119	2209	59	119	-18.14179	-inf	-18.53246
10.00000	1.00000	500	1.00000	0	2403	13	144	2188	72	144	-18.18257	-inf	-18.18375
10.00000	1.00000	500	1.00000	1	2450	13	124	2265	62	124	-18.05199	-inf	-18.59594
10.00000	1.00000	500	1.00000	2	2157	13	94	2017	47	94	-18.26227	-inf	-19.58755
10.00000	1.00000	500	1.00000	3	2536	13	148	2315	74	148	-18.21372	-inf	-17.22967
10.00000	1.00000	500	1.00000	4	2386	11	119	2209	59	119	-18.15150	-inf	-18.50997
10.00000	1.00000	500	2.00000	0	2403	13	144	2188	72	144	-18.22695	-inf	-18.21412
10.00000	1.00000	500	2.00000	1	2450	13	124	2265	62	124	-18.09967	-inf	-18.61284
10.00000	1.00000	500	2.00000	2	2157	13	94	2017	47	94	-18.29415	-inf	-19.59881
10.00000	1.00000	500	2.00000	3	2536	13	148	2315	74	148	-18.26572	-inf	-17.26433
10.00000	1.00000	500	2.00000	4	2386	11	119	2209	59	119	-18.19830	-inf	-18.52068
15.00000	1.00000	10	0.10000	0	2384	13	227	2047	111	227	-17.69063	-inf	-17.65831
15.00000	1.00000	10	0.10000	1	2514	17	246	2151	118	246	-17.55360	-inf	-18.10780
15.00000	1.00000	10	0.10000	2	2411	15	232	2067	113	232	-17.47905	-inf	-18.88821
15.00000	1.00000	10	0.10000	3	2441	15	222	2113	107	222	-17.79891	-inf	-17.03870
15.00000	1.00000	10	0.10000	4	2400	15	226	2066	109	226	-17.59257	-inf	-18.05648
15.00000	1.00000	10	0.20000	0	2384	13	227	2047	111	227	-17.68432	-inf	-17.63630
15.00000	1.00000	10	0.20000	1	2514	17	246	2151	118	246	-17.54944	-inf	-18.07926
